I_R01_Gripper_Load,I_R02_Gripper_Load,I_R03_Gripper_Load,I_R04_Gripper_Load,I_R03_Gripper_Pot,I_R04_Gripper_Pot,t,label,cycle_id
363.8826530612245,1266.0,1358.0,1084.0,2397.0,13219.0,168.497,Normal,5_184
308.0,1301.0,1398.0,271.0,2407.0,13294.0,168.992,Normal,5_184
322.0,1304.0,1346.0,885.0,2393.0,13210.0,169.524,Normal,5_184
364.0,1298.0,1381.0,-91.0,2403.0,13358.0,169.991,Normal,5_184
340.0,1299.0,1361.0,331.0,2400.0,13294.0,170.493,Normal,5_184
335.0,1283.0,1351.0,-1170.0,2395.0,13152.0,171.002,Normal,5_184
336.0,1324.0,1363.0,52.0,2404.0,13429.0,171.496,Normal,5_184
268.0,1264.0,1385.0,-1115.0,2415.0,13221.0,172.003,Normal,5_184
328.0,1304.0,1362.0,751.0,2403.0,13281.0,172.504,Normal,5_184
207.0,1267.0,1362.0,1079.0,2393.0,13215.0,172.992,Normal,5_184
285.0,1276.0,1354.0,971.0,2409.0,13309.0,173.506,Normal,5_184
260.0,1305.0,1339.0,873.0,2381.0,13282.0,174.0,Normal,5_184
339.0,1287.0,1368.0,476.0,2400.0,13196.0,174.483,Normal,5_184
330.0,1299.0,1378.0,541.0,2402.0,13214.0,174.99,Normal,5_184
109.0,1274.0,1360.0,-410.0,2397.0,13243.0,175.49,Normal,5_184
369.0,1291.0,1355.0,-891.0,2403.0,13354.0,176.011,Normal,5_184
351.0,1281.0,1379.0,1173.0,2412.0,13310.0,176.493,Normal,5_184
379.0,1317.0,1370.0,-482.0,2406.0,13267.0,176.987,Normal,5_184
339.0,1302.0,1368.0,1100.0,2400.0,13265.0,177.495,Normal,5_184
357.0,1319.0,1368.0,1310.0,2402.0,13303.0,177.986,Normal,5_184
198.0,1278.0,1356.0,-93.0,2396.0,13305.0,178.483,Normal,5_184
308.0,1296.0,1362.0,511.0,2399.0,13205.0,178.989,Normal,5_184
340.0,1285.0,1368.0,407.0,2399.0,13317.0,179.54,Normal,5_184
325.0,1286.0,1360.0,-365.0,2396.0,13268.0,179.992,Normal,5_184
385.0,1315.0,1389.0,-265.0,2417.0,13255.0,180.487,Normal,5_184
346.0,1314.0,1367.0,1285.0,2402.0,13377.0,181.003,Normal,5_184
336.0,1305.0,1375.0,371.0,2404.0,13346.0,181.497,Normal,5_184
317.0,1309.0,1360.0,-531.0,2395.0,13219.0,182.002,Normal,5_184
290.0,1281.0,1369.0,393.0,2400.0,13193.0,182.505,Normal,5_184
290.0,1310.0,1373.0,-94.0,2405.0,13202.0,182.999,Normal,5_184
311.0,1289.0,1375.0,-683.0,2415.0,13272.0,183.498,Normal,5_184
333.0,1294.0,1363.0,-1155.0,2390.0,13175.0,183.994,Normal,5_184
347.0,1303.0,1362.0,630.0,2402.0,13294.0,184.501,Normal,5_184
296.0,1313.0,1384.0,-299.0,2414.0,13247.0,184.986,Normal,5_184
355.0,1284.0,1373.0,467.0,2398.0,13244.0,185.491,Normal,5_184
341.0,1290.0,1375.0,-830.0,2412.0,13217.0,185.98,Normal,5_184
342.0,1314.0,1367.0,-78.0,2399.0,13381.0,186.494,Normal,5_184
219.0,1316.0,1376.0,277.0,2421.0,13289.0,187.001,Normal,5_184
239.0,1297.0,1368.0,-1257.0,2394.0,13198.0,187.496,Normal,5_184
378.0,1303.0,1364.0,-681.0,2406.0,13269.0,187.985,Normal,5_184
342.0,1328.0,1375.0,1316.0,2393.0,13391.0,188.495,Normal,5_184
354.0,1282.0,1352.0,-613.0,2394.0,13227.0,188.996,Normal,5_184
288.0,1288.0,1374.0,-770.0,2399.0,13283.0,189.532,Normal,5_184
373.0,1298.0,1371.0,615.0,2411.0,13206.0,189.992,Normal,5_184
358.0,1314.0,1368.0,872.0,2402.0,13265.0,190.496,Normal,5_184
362.0,1290.0,1371.0,416.0,2394.0,13270.0,190.996,Normal,5_184
358.0,1305.0,1370.0,41.0,2408.0,13159.0,191.489,Normal,5_184
313.0,1289.0,1371.0,-283.0,2402.0,13200.0,191.986,Normal,5_184
347.0,1287.0,1367.0,-261.0,2396.0,13223.0,192.482,Normal,5_184
325.0,1269.0,1367.0,363.0,2404.0,13287.0,192.99,Normal,5_184
360.0,1283.0,1358.0,176.0,2394.0,13245.0,193.486,Normal,5_184
357.0,1290.0,1366.0,57.0,2404.0,11114.697115384615,193.987,Normal,5_184
323.0,1272.0,1366.0,933.0,2404.0,8684.0,194.495,Normal,5_184
344.0,1299.0,1371.0,-851.0,2410.0,8426.0,194.992,Normal,5_184
314.0,1303.0,1395.0,584.0,2406.0,13225.0,195.496,Normal,5_184
392.0,1275.0,1367.0,98.0,2404.0,13248.0,195.989,Normal,5_184
359.0,1298.0,1352.0,-1127.0,2385.0,13079.0,196.497,Normal,5_184
374.0,1298.0,1371.0,342.0,2408.0,13480.0,196.989,Normal,5_184
308.0,1272.0,1366.0,1213.0,2388.0,13181.0,197.484,Normal,5_184
225.0,1294.0,1357.0,-1013.0,2396.0,13276.0,197.997,Normal,5_184
340.0,1306.0,1359.0,-969.0,2388.0,13302.0,198.493,Normal,5_184
317.0,1306.0,1364.0,-805.0,2408.0,13191.0,198.995,Normal,5_184
364.0,1321.0,1370.0,-487.0,2406.0,13281.0,199.714,Normal,5_184
361.0,1296.0,1370.0,-312.0,2390.0,13202.0,199.982,Normal,5_184
426.0,1314.0,1377.0,-433.0,2411.0,13297.0,200.487,Normal,5_184
339.0,1286.0,1364.0,-135.0,2404.0,13309.0,200.993,Normal,5_184
187.0,1313.0,1375.0,-91.0,2397.0,13192.0,201.487,Normal,5_184
369.0,1290.0,1373.0,-766.0,2406.0,13284.0,201.993,Normal,5_184
371.0,1298.0,1383.0,1217.0,2401.0,13218.0,202.488,Normal,5_184
389.0,1313.0,1369.0,775.0,2398.0,13323.0,202.999,Normal,5_184
341.0,1301.0,1365.0,-1138.0,2395.0,13175.0,203.49,Normal,5_184
404.0,1297.0,1392.0,-650.0,2412.0,13271.0,203.986,Normal,5_184
353.0,1295.0,1374.0,-612.0,2406.0,13382.0,204.491,Normal,5_184
267.0,1292.0,1376.0,-738.0,2407.0,13242.0,204.984,Normal,5_184
396.0,1279.0,1363.0,-1118.0,2407.0,13284.0,205.484,Normal,5_184
365.0,1319.0,1364.0,-903.0,2389.0,13328.0,205.993,Normal,5_184
300.0,1308.0,1369.0,141.0,2386.0,8647.0,206.491,Normal,5_184
383.0,1305.0,1374.0,1031.0,2401.0,8685.0,206.988,Normal,5_184
400.0,1293.0,1377.0,222.0,2404.0,8812.0,207.492,Normal,5_184
333.0,1306.0,1374.0,-778.0,2402.0,8671.0,208.003,Normal,5_184
394.0,1305.0,1364.0,-1107.0,2388.0,8717.0,208.824,Normal,5_184
375.0,1297.0,1370.0,563.0,2399.0,8708.0,208.988,Normal,5_184
382.0,1293.0,1387.0,479.0,2409.0,8599.0,209.642,Normal,5_184
335.0,1324.0,1370.0,-1189.0,2394.0,8693.606741573034,210.0,Normal,5_184
385.0,1312.0,1391.0,558.0,2413.0,8783.005,210.496,Normal,5_184
345.0,1291.0,1372.0,-440.0,2399.0,8744.0,210.98,Normal,5_184
340.0,1304.0,1369.0,-818.0,2405.0,11037.0,211.493,Normal,5_184
375.0,1310.0,1355.0,204.0,2388.0,13252.0,212.003,Normal,5_184
424.0,1316.0,1372.0,900.0,2408.0,13316.0,212.492,Normal,5_184
339.0,1293.0,1357.0,1243.0,2387.0,13333.0,212.987,Normal,5_184
369.0,1315.0,1362.0,-844.0,2405.0,13234.0,213.499,Normal,5_184
355.0,1299.0,1364.0,560.0,2399.0,13239.0,213.998,Normal,5_184
370.0,1279.0,1355.0,761.0,2385.0,13258.0,214.487,Normal,5_184
398.0,1330.0,1366.0,-1165.0,2403.0,13295.0,215.01,Normal,5_184
231.0,1292.0,1376.0,1402.0,2409.0,13332.0,215.487,Normal,5_184
314.0,1299.0,1383.0,1177.0,2407.0,13226.0,215.998,Normal,5_184
391.0,1323.0,1379.0,-912.0,2413.0,10762.830985915492,216.51,Normal,5_184
190.0,1281.0,1374.0,408.0,2393.0,8852.0,216.985,Normal,5_184
348.0,1298.0,1371.0,-1337.0,2408.0,8922.578947368422,217.485,Normal,5_184
395.0,1276.0,1375.0,-990.0,2406.0,8743.0,218.015,Normal,5_184
349.0,1296.0,1374.0,229.0,2388.0,8748.0,218.494,Normal,5_184
337.0,1311.0,1376.0,-1065.0,2404.0,8708.0,218.998,Normal,5_184
392.0,1296.0,1370.0,1208.0,2408.0,8583.0,219.628,Normal,5_184
387.0,1307.0,1376.0,615.0,2399.0,13114.0,219.989,Normal,5_184
337.0,1288.0,1377.0,-1100.0,2406.0,13169.0,220.484,Normal,5_184
359.0,1297.0,1369.0,692.0,2399.0,13590.0,220.994,Normal,5_184
377.0,1324.0,1368.0,-253.0,2402.0,13256.0,221.49,Normal,5_184
384.0,1310.0,1364.0,426.0,2389.0,12242.0,221.987,Normal,5_184
220.0,1312.0,1373.0,1187.0,2399.0,12135.0,222.488,Normal,5_184
397.0,1321.0,1383.0,184.0,2413.0,12150.0,222.98,Normal,5_184
376.0,1299.0,1382.0,564.0,2415.0,12196.0,223.481,Normal,5_184
360.0,1304.0,1363.0,304.0,2406.0,12152.0,224.082,Normal,5_184
292.0,1329.0,1390.0,-634.0,2413.0,12211.0,224.581,Normal,5_184
389.0,1289.0,1376.0,-42.0,2399.0,12490.0,225.097,Normal,5_184
381.0,1317.0,1378.0,605.0,2414.0,12321.0,225.591,Normal,5_184
352.0,1307.0,1369.0,1307.0,2401.0,12193.0,226.1,Normal,5_184
338.0,1311.0,1370.0,-435.0,2402.0,13248.0,226.589,Normal,5_184
387.0,1320.0,1369.0,322.0,2408.0,13383.0,227.093,Normal,5_184
368.0,1294.0,1377.0,-1201.0,2406.0,13015.0,227.588,Normal,5_184
321.0,1306.0,1365.0,-983.0,2392.0,13327.0,228.086,Normal,5_184
367.0,1295.0,1363.0,-379.0,2387.0,13206.0,228.595,Normal,5_184
353.0,1292.0,1369.0,623.0,2393.0,13207.0,229.085,Normal,5_184
356.0,1301.0,1366.0,499.0,2391.0,13238.0,229.636,Normal,5_184
383.0,1306.0,1365.0,-1196.0,2401.0,13232.0,230.098,Normal,5_184
354.0,1308.0,1368.0,-1241.0,2399.0,12108.84,230.582,Normal,5_184
365.0,1289.0,1356.0,-484.0,2398.0,12146.0,231.092,Normal,5_184
357.0,1322.0,1381.0,-263.0,2404.0,12100.0,231.588,Normal,5_184
347.0,1300.0,1377.0,-1044.0,2401.0,12077.0,232.096,Normal,5_184
376.0,1290.0,1355.0,1236.0,2391.0,12075.0,232.591,Normal,5_184
381.0,1303.0,1369.0,-840.0,2409.0,12111.0,233.091,Normal,5_184
396.0,1314.0,1384.0,-175.0,2407.0,12167.0,233.595,Normal,5_184
382.0,1313.0,1366.0,-479.0,2402.0,12158.0,234.081,Normal,5_184
360.0,1316.0,1360.0,208.0,2387.0,13339.0,234.594,Normal,5_184
350.0,1319.0,1362.0,-1217.0,2402.0,13041.0,235.083,Normal,5_184
360.0,1300.0,1366.0,1110.0,2398.0,13242.0,235.585,Normal,5_184
370.0,1291.0,1383.0,458.0,2414.0,13191.0,236.082,Normal,5_184
336.0,1312.0,1383.0,-400.0,2404.0,13233.0,236.587,Normal,5_184
347.0,1321.0,1365.0,-317.0,2394.0,13399.0,237.088,Normal,5_184
336.0,1301.0,1379.0,493.0,2406.0,13210.0,237.597,Normal,5_184
397.0,1278.0,1354.0,-1184.0,2391.0,12482.336755646817,238.085,Normal,5_184
402.0,1311.0,1387.0,854.0,2402.0,12207.0,238.588,Normal,5_184
430.0,1327.0,1378.0,474.0,2406.0,12162.0,239.088,Normal,5_184
382.0,1298.0,1374.0,755.0,2404.0,12122.0,239.658,Normal,5_184
327.0,1300.0,1384.0,87.0,2414.0,11908.836734693878,240.099,Normal,5_184
370.0,1301.0,1352.0,-887.0,2393.0,12125.0,240.605,Normal,5_184
376.0,1304.0,1365.0,-75.0,2395.0,12160.0,241.088,Normal,5_184
399.0,1292.0,1370.0,-625.0,2389.0,12258.0,241.596,Normal,5_184
397.0,1319.0,1383.0,143.0,2405.0,12077.0,242.093,Normal,5_184
411.0,1318.0,1361.0,-744.0,2389.0,13275.0,242.599,Normal,5_184
335.0,1298.0,1369.0,-991.0,2397.0,13252.0,243.088,Normal,5_184
342.0,1290.0,1369.0,607.0,2403.0,13263.0,243.604,Normal,5_184
344.0,1308.0,1366.0,-563.0,2405.0,13233.0,244.093,Normal,5_184
370.0,1306.0,1378.0,-443.0,2403.0,13206.0,244.618,Normal,5_184
385.0,1313.0,1389.0,139.0,2409.0,13204.0,245.103,Normal,5_184
317.0,1292.0,1365.0,1288.0,2400.0,13299.0,245.588,Normal,5_184
288.0,1290.0,1366.0,-409.0,2401.0,8769.0,246.103,Normal,5_184
389.0,1325.0,1384.0,295.0,2408.0,8944.0,246.594,Normal,5_184
369.0,1315.0,1387.0,618.0,2403.0,8848.0,247.094,Normal,5_184
347.0,1305.0,1360.0,-153.0,2393.0,8933.0,247.599,Normal,5_184
337.0,1281.0,1367.0,323.0,2393.0,8852.0,248.087,Normal,5_184
378.0,1287.0,1372.0,-548.0,2403.0,13123.0,248.586,Normal,5_184
360.0,1283.0,1387.0,-494.0,2414.0,13263.0,249.09,Normal,5_184
388.0,1307.0,1368.0,621.0,2401.0,13290.0,249.649,Normal,5_184
379.0,1318.0,1364.0,-283.0,2402.0,13283.0,250.088,Normal,5_184
385.0,1298.0,1354.0,782.0,2398.0,13216.0,250.584,Normal,5_184
346.0,1297.0,1374.0,1160.0,2403.0,13278.0,251.094,Normal,5_184
367.0,1287.0,1380.0,-722.0,2404.0,13306.0,251.591,Normal,5_184
376.0,1334.0,1365.0,-645.0,2395.0,13304.0,252.094,Normal,5_184
379.0,1317.0,1370.0,-723.0,2394.0,13188.0,252.594,Normal,5_184
262.0,1287.0,1380.0,640.0,2405.0,11736.079872204473,253.099,Normal,5_184
374.0,1315.0,1375.0,772.0,2395.0,8938.0,253.601,Normal,5_184
344.0,1281.0,1380.0,211.0,2407.0,8986.0,254.083,Normal,5_184
353.0,1290.0,1376.0,1238.0,2395.0,9106.0,254.595,Normal,5_184
363.0,1294.0,1356.0,-936.0,2389.0,8807.0,255.09,Normal,5_184
367.0,1302.0,1380.0,-1181.0,2411.0,8826.0,255.618,Normal,5_184
360.0,1307.0,1380.0,-1124.0,2393.0,9315.0,256.101,Normal,5_184
365.0,1285.0,1383.0,-101.0,2401.0,13474.0,256.605,Normal,5_184
345.0,1303.0,1386.0,1360.0,2398.0,13304.0,257.085,Normal,5_184
371.0,1296.0,1353.0,-1109.0,2390.0,13266.0,257.6,Normal,5_184
363.0,1283.0,1369.0,270.0,2393.0,12228.0,258.098,Normal,5_184
405.0,1330.0,1360.0,-1190.0,2387.0,12131.0,258.589,Normal,5_184
387.0,1289.0,1385.0,-698.0,2399.0,12157.0,259.099,Normal,5_184
367.0,1302.0,1368.0,-361.0,2408.0,12194.0,259.633,Normal,5_184
373.0,1281.0,1376.0,511.0,2409.0,12106.0,260.087,Normal,5_184
386.0,1287.0,1373.0,921.0,2405.0,12126.0,260.604,Normal,5_184
205.0,1285.0,1374.0,120.0,2401.0,12145.0,261.085,Normal,5_184
395.0,1310.0,1383.0,889.0,2416.0,12261.0,261.589,Normal,5_184
403.0,1289.0,1384.0,-128.0,2410.0,12125.0,262.09,Normal,5_184
378.0,1292.0,1384.0,-155.0,2410.0,13389.0,262.591,Normal,5_184
421.0,1291.0,1374.0,885.0,2400.0,13247.0,263.09,Normal,5_184
395.0,1309.0,1385.0,597.0,2410.0,13273.0,263.588,Normal,5_184
387.0,1291.0,1390.0,587.0,2410.0,13153.0,264.092,Normal,5_184
383.0,1276.0,1413.0,-1119.0,2416.0,13194.0,264.582,Normal,5_184
347.0,1310.0,1374.0,-683.0,2403.0,13247.0,265.085,Normal,5_184
366.0,1300.0,1382.0,-360.0,2409.0,13265.0,265.588,Normal,5_184
310.0,1323.0,1355.0,655.0,2387.0,13209.0,266.082,Normal,5_184
366.0,1289.0,1363.0,-1169.0,2401.0,13291.0,266.58,Normal,5_184
359.0,1278.0,1377.0,-160.0,2401.0,12124.0,267.108,Normal,5_184
389.0,1313.0,1387.0,1198.0,2404.0,12252.0,267.593,Normal,5_184
290.0,1286.0,1395.0,-1324.0,2421.0,12190.243150684932,268.087,Normal,5_184
377.0,1263.0,1374.0,1016.0,2410.0,12132.0,268.581,Normal,5_184
389.0,1305.0,1381.0,107.0,2407.0,11893.0,269.096,Normal,5_184
401.0,1302.0,1380.0,-1109.0,2408.0,12110.0,269.658,Normal,5_184
367.0,1314.0,1373.0,1005.0,2400.0,12211.0,270.088,Normal,5_184
378.0,1286.0,1358.0,501.0,2387.0,12185.0,270.584,Normal,5_184
386.0,1329.0,1369.0,-451.0,2396.0,12119.0,271.1,Normal,5_184
338.0,1308.0,1381.0,-460.0,2412.0,13245.0,271.957,Normal,5_184
238.0,1321.0,1366.0,1355.0,2396.0,13255.0,272.101,Normal,5_184
354.0,1316.0,1367.0,-1290.0,2396.0,13095.0,272.592,Normal,5_184
369.0,1319.0,1365.0,1215.0,2404.0,13209.0,273.089,Normal,5_184
341.0,1301.0,1379.0,1328.0,2402.0,13291.0,273.594,Normal,5_184
244.0,1308.0,1370.0,396.0,2391.0,13210.0,274.089,Normal,5_184
383.0,1302.0,1371.0,-314.0,2389.0,13174.0,274.606,Normal,5_184
367.0,1313.0,1386.0,192.0,2415.0,13145.0,275.1,Normal,5_184
395.0,1286.0,1362.0,-871.0,2396.0,12133.0,275.595,Normal,5_184
363.0,1300.0,1375.0,-193.0,2403.0,12185.0,276.09,Normal,5_184
382.0,1290.0,1368.0,-155.0,2402.0,12096.0,276.599,Normal,5_184
383.0,1324.0,1363.0,184.0,2394.0,12011.0,277.091,Normal,5_184
382.0,1319.0,1385.0,126.0,2409.0,12051.0,277.6,Normal,5_184
401.0,1272.0,1364.0,455.0,2399.0,12093.0,278.091,Normal,5_184
369.0,1309.0,1368.0,-612.0,2400.0,11895.0,278.595,Normal,5_184
393.0,1289.0,1370.0,-464.0,2392.0,11976.0,279.096,Normal,5_184
390.0,1303.0,1370.0,376.0,2395.0,13227.0,279.658,Normal,5_184
381.0,1298.0,1357.0,-704.0,2387.0,13246.0,280.103,Normal,5_184
365.0,1289.0,1369.0,-961.0,2386.0,13361.0,280.592,Normal,5_184
384.0,1322.0,1390.0,1317.0,2411.0,13254.0,281.091,Normal,5_184
359.0,1275.0,1388.0,780.0,2418.0,13194.0,281.584,Normal,5_184
376.0,1293.0,1383.0,1181.0,2413.0,13273.0,282.089,Normal,5_184
367.0,1314.0,1382.0,969.0,2401.0,13185.0,282.595,Normal,5_184
372.0,1331.0,1373.0,1015.0,2404.0,13245.0,283.091,Normal,5_184
238.0,1309.0,1376.0,-130.0,2409.0,13187.0,283.598,Normal,5_184
218.0,1267.0,1370.0,1062.0,2400.0,13185.0,284.087,Normal,5_184
355.0,1306.0,1360.0,-1327.0,2401.0,13251.0,284.594,Normal,5_184
393.0,1329.0,1383.0,-1064.0,2413.0,12438.0,285.092,Normal,5_184
385.0,1293.0,1377.0,671.0,2408.0,12364.0,285.613,Normal,5_184
386.0,1295.0,1375.0,-724.0,2390.0,12464.0,286.105,Normal,5_184
393.0,1285.0,1392.0,232.0,2406.0,12332.0,286.586,Normal,5_184
370.0,1290.0,1385.0,-483.0,2414.0,12383.0,287.098,Normal,5_184
255.0,1305.0,1361.0,-160.0,2382.0,12429.0,287.586,Normal,5_184
367.0,1317.0,1383.0,448.0,2415.0,12398.0,288.089,Normal,5_184
380.0,1294.0,1375.0,977.0,2415.0,12354.0,288.602,Normal,5_184
376.0,1287.0,1372.0,265.0,2411.0,12365.0,289.104,Normal,5_184
371.0,1279.0,1382.0,-969.0,2401.0,12350.0,289.646,Normal,5_184
349.0,1286.0,1367.0,-1175.0,2407.0,12330.0,290.087,Normal,5_184
363.0,1324.0,1370.0,-987.0,2402.0,12384.0,290.588,Normal,5_184
399.0,1312.0,1389.0,-458.0,2414.0,12436.0,291.088,Normal,5_184
386.0,1296.0,1359.0,-847.0,2391.0,12376.0,291.587,Normal,5_184
344.0,1284.0,1370.0,732.0,2396.0,13247.0,292.086,Normal,5_184
356.0,1319.0,1370.0,769.0,2398.0,13287.0,292.597,Normal,5_184
369.0,1308.0,1365.0,-1251.0,2398.0,13190.0,293.091,Normal,5_184
391.0,1287.0,1367.0,-645.0,2393.0,13260.0,293.593,Normal,5_184
377.0,1314.0,1371.0,585.0,2402.0,13151.0,294.085,Normal,5_184
359.0,1294.0,1402.0,-618.0,2418.0,13166.0,294.593,Normal,5_184
412.0,1306.0,1359.0,-197.0,2386.0,13199.0,295.095,Normal,5_184
400.0,1298.0,1373.0,-685.0,2395.0,13195.0,0.0,NoNose,5_267
397.0,1307.0,1389.0,-608.0,2412.0,13241.0,0.483,NoNose,5_267
369.0,1305.0,1378.0,-297.0,2393.0,13143.0,1.048,NoNose,5_267
409.0,1324.0,1385.0,1216.0,2406.0,13222.0,1.486,NoNose,5_267
379.0,1285.0,1362.0,761.0,2394.0,13147.0,2.192,NoNose,5_267
396.0,1293.0,1387.0,-319.0,2394.0,13137.0,2.839,NoNose,5_267
418.0,1314.0,1377.0,259.0,2405.0,13193.0,3.06,NoNose,5_267
279.0,1338.0,1373.0,-823.0,2391.0,13245.0,3.48,NoNose,5_267
382.0,1305.0,1379.0,642.0,2401.0,13211.0,4.022,NoNose,5_267
388.0,1306.0,1369.0,-127.0,2397.0,13150.0,4.481,NoNose,5_267
408.0,1320.0,1383.0,-899.0,2403.0,13193.0,4.982,NoNose,5_267
414.0,1315.0,1365.0,1049.0,2409.0,13285.0,5.486,NoNose,5_267
404.0,1329.0,1376.0,-647.0,2410.0,13336.0,6.021,NoNose,5_267
453.63157894736844,1269.0,1375.0,-478.0,2395.0,13259.0,6.487,NoNose,5_267
412.0,1281.0,1373.0,642.0,2399.0,13227.0,6.986,NoNose,5_267
415.0,1311.0,1360.0,-538.0,2392.0,13135.0,7.478,NoNose,5_267
399.0,1304.0,1358.0,-450.0,2393.0,13255.0,7.983,NoNose,5_267
421.0,1291.0,1390.0,1041.0,2407.0,13253.0,8.485,NoNose,5_267
416.0,1301.0,1354.0,547.0,2397.0,13401.0,9.011,NoNose,5_267
357.0,1317.0,1377.0,588.0,2406.0,13313.0,9.485,NoNose,5_267
412.0,1288.0,1384.0,-141.0,2413.0,13288.0,10.003,NoNose,5_267
398.0,1309.0,1355.0,868.0,2387.0,13231.0,10.488,NoNose,5_267
380.0,1310.0,1369.0,157.0,2391.0,13211.0,11.113,NoNose,5_267
477.0,1298.0,1360.0,107.0,2387.0,13322.0,11.484,NoNose,5_267
300.0,1301.0,1362.0,-599.0,2406.0,13309.0,12.019,NoNose,5_267
395.0,1319.0,1374.0,-371.0,2403.0,13189.0,12.488,NoNose,5_267
400.0,1303.0,1373.0,-289.0,2404.0,13242.0,12.979,NoNose,5_267
399.0,1279.0,1362.0,-1024.0,2401.0,13196.0,13.491,NoNose,5_267
380.0,1321.0,1367.0,629.0,2404.0,13240.0,14.041,NoNose,5_267
288.0,1310.0,1372.0,343.0,2406.0,13286.0,14.496,NoNose,5_267
377.0,1314.0,1379.0,1230.0,2405.0,13283.0,15.05,NoNose,5_267
364.0,1328.0,1383.0,109.0,2409.0,13396.0,15.484,NoNose,5_267
363.0,1310.0,1377.0,283.0,2403.0,13223.0,15.996,NoNose,5_267
433.0,1323.0,1381.0,-520.0,2396.0,13179.0,16.491,NoNose,5_267
319.0,1282.0,1383.0,-30.0,2409.0,13394.0,17.013,NoNose,5_267
305.0,1298.0,1368.0,279.0,2398.0,13163.0,17.483,NoNose,5_267
416.0,1297.0,1362.0,-471.0,2396.0,13136.0,18.005,NoNose,5_267
368.0,1295.0,1372.0,212.0,2395.0,13434.0,18.484,NoNose,5_267
414.0,1313.0,1365.0,-79.0,2391.0,13221.0,18.994,NoNose,5_267
400.0,1308.0,1360.0,-292.0,2392.0,13213.0,19.482,NoNose,5_267
390.0,1325.0,1385.0,479.0,2411.0,13116.442105263159,20.016,NoNose,5_267
361.0,1346.0,1363.0,839.0,2404.0,13232.0,20.483,NoNose,5_267
329.0,1301.0,1359.0,1145.0,2403.0,13250.0,20.986,NoNose,5_267
420.0,1303.0,1365.0,301.0,2399.0,13256.0,21.485,NoNose,5_267
424.0,1312.0,1379.0,186.0,2409.0,13216.0,22.067,NoNose,5_267
415.0,1302.0,1376.0,-680.0,2411.0,13115.0,22.48,NoNose,5_267
409.0,1336.0,1371.0,312.0,2408.0,13269.0,22.982,NoNose,5_267
395.0,1321.0,1377.0,-836.0,2406.0,13194.0,23.49,NoNose,5_267
375.0,1286.0,1371.0,1078.0,2402.0,13052.0,24.038,NoNose,5_267
428.0,1320.0,1355.0,493.0,2407.0,13247.0,24.482,NoNose,5_267
415.0,1327.0,1374.0,791.0,2400.0,13195.0,24.987,NoNose,5_267
396.0,1310.0,1354.0,-1207.0,2400.0,13191.0,25.482,NoNose,5_267
401.0,1308.0,1355.0,-953.0,2387.0,13235.0,26.006,NoNose,5_267
370.0,1297.0,1374.0,571.0,2401.0,13140.0,26.492,NoNose,5_267
412.0,1281.0,1350.0,934.0,2377.0,13198.0,26.981,NoNose,5_267
426.0,1299.0,1367.0,-1195.0,2400.0,13230.0,27.48,NoNose,5_267
357.0,1270.0,1364.0,-960.0,2388.0,13190.0,28.036,NoNose,5_267
404.0,1305.0,1377.0,-1307.0,2412.0,13182.0,28.491,NoNose,5_267
408.0,1300.0,1401.0,398.0,2387.0,13245.0,29.007,NoNose,5_267
415.0,1317.0,1365.0,472.0,2400.0,13171.0,29.483,NoNose,5_267
382.0,1286.0,1363.0,812.0,2403.0,13210.0,29.988,NoNose,5_267
353.0,1282.0,1384.0,231.0,2401.0,13168.0,30.484,NoNose,5_267
386.0,1311.0,1385.0,622.0,2408.0,13194.0,31.006,NoNose,5_267
302.0,1289.0,1363.0,-272.0,2397.0,13256.0,31.483,NoNose,5_267
413.0,1301.0,1369.0,-295.0,2408.0,13251.0,31.988,NoNose,5_267
410.0,1334.0,1378.0,296.0,2406.0,13273.0,32.484,NoNose,5_267
403.0,1331.0,1384.0,-1058.0,2396.0,13096.0,33.107,NoNose,5_267
430.0,1313.0,1372.0,980.0,2400.0,13204.0,33.493,NoNose,5_267
409.0,1328.0,1387.0,1106.0,2410.0,13227.0,34.007,NoNose,5_267
420.0,1324.0,1397.0,-958.0,2411.0,13183.0,34.494,NoNose,5_267
376.0,1285.0,1358.0,-802.0,2398.0,13225.0,35.0,NoNose,5_267
393.0,1294.0,1368.0,1017.0,2404.0,13227.0,35.482,NoNose,5_267
411.0,1316.0,1360.0,165.0,2401.0,13212.0,36.003,NoNose,5_267
394.0,1298.0,1358.0,534.0,2392.0,13174.0,36.48,NoNose,5_267
381.0,1328.0,1384.0,-590.0,2408.0,13252.0,36.978,NoNose,5_267
390.0,1306.0,1371.0,1068.0,2405.0,13193.0,37.487,NoNose,5_267
386.0,1288.0,1352.0,-225.0,2392.0,13159.0,38.046,NoNose,5_267
397.0,1306.0,1374.0,-1110.0,2405.0,13243.0,38.488,NoNose,5_267
363.0,1317.0,1357.0,-605.0,2384.0,13305.0,38.984,NoNose,5_267
390.0,1296.0,1379.0,-479.0,2394.0,13227.0,39.486,NoNose,5_267
354.0,1311.0,1389.0,611.0,2405.0,13320.0,40.006,NoNose,5_267
417.0,1307.0,1373.0,-257.0,2403.0,13215.0,40.481,NoNose,5_267
410.0,1315.0,1360.0,995.0,2399.0,13287.0,40.984,NoNose,5_267
389.0,1302.0,1367.0,955.0,2397.0,13178.0,41.488,NoNose,5_267
